"InputText","TaskName","TaskType","Difficulty","HasDeadline","Urgency","TimeExpression","DeadlineType"
"Deadline bài tập lớn môn Mạng máy tính sắp tới, mình đang hoàn thiện phần cuối.","Bài tập","BaiTap","3","1","high","","submission"
"Bài tập môn Hệ thống nhúng có vài câu khó, mình đang đối chiếu tài liệu.","Bài tập","BaiTap","5","1","low","","submission"
"Đợt thi giữa kỳ môn Sinh thái học môi trường khó hơn mình dự kiến, phải tập trung hơn.","Thi giữa kỳ môn Sinh thái học môi trường khó","ThiCuoiKy","5","1","high","","submission"
"Mình phải nộp bài tập lớn Kỹ thuật phần mềm trong tuần này, ai rảnh review giúp mình không?","Bài tập","BaiTap","3","1","high","","submission"
"Thi giữa kỳ môn Nguyên lý kế toán sắp diễn ra, mình đang ôn theo đề cương.","Thi giữa kỳ môn Nguyên lý kế toán sắp diễn r","ThiCuoiKy","4","1","high","","submission"
"Báo cáo Điện lạnh phải nộp trong tuần này, mình đang viết phần nhận xét.","Nhắc nhở","NhacNho","3","0","low","","none"
"Đồ án môn Điều khiển tự động yêu cầu cả báo cáo và source, mình đang soạn lại tài liệu.","Làm project","BaiTap","4","1","low","","submission"
"Ai có đề cương thi cuối kỳ môn Lập trình C cho mình xin tham khảo.","Thi cuối kỳ môn Lập trình C cho mình xin tha","ThiCuoiKy","3","1","high","","submission"
"Bài tập về nhà môn Kiến trúc máy tính cần hoàn thành sớm để kịp hạn nộp.","Bài tập","BaiTap","3","1","high","","submission"
"Bài tập lớn môn Kinh tế lượng khá nặng, mình đang chia nhỏ công việc để làm dần.","Bài tập","BaiTap","3","1","low","","submission"
"Mình cần ôn gấp cho bài thi giữa kỳ Tiếng Anh 3, nội dung khá nhiều.","Thi giữa kỳ Tiếng Anh 3, nội dung khá nhiều","ThiCuoiKy","5","1","high","","submission"
"Thầy nhắc nộp báo cáo Vật liệu xây dựng, mình cần kiểm tra lại format trước khi gửi.","Kiểm tra lại format trước khi gửi","KiemTraThuongXuyen","3","1","high","","submission"
"Đồ án môn Hệ thống thông tin quản lý còn nhiều việc chưa xong, nhóm mình đang chạy deadline.","Làm project","BaiTap","4","1","high","","submission"
"Thi cuối kỳ môn Cơ sở dữ liệu đang đến gần, mình bắt đầu ôn từ hôm nay.","Thi cuối kỳ môn Cơ sở dữ liệu đang đến gần, ","ThiCuoiKy","3","1","high","hôm nay","relative"
"Deadline bài tập lớn môn Triết học Mác - Lênin sắp tới, mình đang hoàn thiện phần cuối.","Bài tập","BaiTap","3","1","high","","submission"
"Môn Máy điện thi cuối kỳ khá khó, cần ôn theo từng chương.","Thi cuối kỳ khá khó, cần ôn theo từng chương","ThiCuoiKy","5","1","high","","submission"
"Mình chưa xong bài tập Lý thuyết xác suất, tối nay phải làm dứt điểm.","Bài tập","BaiTap","3","1","high","tối nay","relative"
"Đợt thi giữa kỳ môn Giải tích 2 khó hơn mình dự kiến, phải tập trung hơn.","Thi giữa kỳ môn Giải tích 2 khó hơn mình dự ","ThiCuoiKy","5","1","high","","submission"
"Mình phải nộp bài tập lớn Tâm lý học trong tuần này, ai rảnh review giúp mình không?","Bài tập","BaiTap","3","1","high","","submission"
"Deadline đồ án Công nghệ phần mềm đã gần, mình cần hoàn thiện phần demo.","Làm project","BaiTap","4","1","high","","submission"
"Bài tập môn Đại số tuyến tính có vài câu khó, mình đang đối chiếu tài liệu.","Bài tập","BaiTap","5","1","low","","submission"
"Ai có đề cương thi cuối kỳ môn Sinh lý học cho mình xin tham khảo.","Thi cuối kỳ môn Sinh lý học cho mình xin tha","ThiCuoiKy","3","1","high","","submission"
"Tối nay ăn gì đây, mọi người gợi ý món ngon với.","Nhắc nhở","NhacNho","3","1","high","tối nay","relative"
"Hôm nay học căng quá, mình muốn nghỉ xả hơi một chút.","Nhắc nhở","NhacNho","3","1","high","hôm nay","relative"
"Cuối tuần này ai đi cà phê không, mình đang rảnh.","Nhắc nhở","NhacNho","3","1","medium","cuối tuần","relative"
"Mình vừa xem một bộ phim hay, tối nay ai xem chung không?","Nhắc nhở","NhacNho","3","1","high","tối nay","relative"
"Hôm nay canteen đông quá, chắc mình ra ngoài ăn cho nhanh.","Nhắc nhở","NhacNho","3","1","high","hôm nay","relative"
"Mọi người có biết quán trà sữa nào gần trường ngon không?","Nhắc nhở","NhacNho","3","0","low","","none"
"Học kỳ này nhiều môn quá, cảm giác hơi quá tải.","Nhắc nhở","NhacNho","3","0","low","","none"
"Ai có meme mới không, gửi mình xem với cho đỡ căng thẳng.","Nhắc nhở","NhacNho","3","0","low","","none"
"Mình đang tìm chỗ học nhóm yên tĩnh, ai gợi ý giúp mình.","Nhắc nhở","NhacNho","3","0","low","","none"
"Tuần này mưa liên tục, đi lại bất tiện ghê.","Nhắc nhở","NhacNho","3","0","low","","none"
"Bài tập nhóm Quản trị học đang thiếu một vài phần, cần họp nhóm gấp.","Bài tập","BaiTap","5","1","low","","submission"
"Thầy cô nhắc nộp bài tập nhóm Marketing, mình đang tổng hợp nội dung.","Bài tập","BaiTap","3","1","high","","submission"
"Nhóm mình cần nộp bài tập môn Kế toán tài chính trong tuần này.","Bài tập","BaiTap","3","1","high","","submission"
"Thi cuối kỳ môn Giải phẫu học đang đến gần, mình bắt đầu ôn từ hôm nay.","Thi cuối kỳ môn Giải phẫu học đang đến gần, ","ThiCuoiKy","3","1","high","hôm nay","relative"
"Tuần tới có bài tập lớn môn Giải tích nộp rồi nha mấy bạn, đề khó lắm.","Bài tập","BaiTap","5","1","high","","submission"
"Nhớ làm bài tập về nhà môn Lập trình C++ trang 45 nha, dễ thôi.","Bài tập","BaiTap","2","1","low","","submission"
"Thứ 3 tuần này thi giữa kỳ môn Kinh tế vi mô, ôn kỹ chương 3 và 4 nha.","Thi giữa kỳ môn Kinh tế vi mô, ôn kỹ chương ","ThiCuoiKy","3","1","high","thứ 3","weekday"
"Hôm nay phải nộp báo cáo thực hành Hóa đại cương nhóm 2 rồi đó.","Nhắc nhở","NhacNho","3","1","high","hôm nay","relative"
"Cuối tuần này thuyết trình môn Marketing, nhóm mình chuẩn bị kỹ vào nha.","Ôn tập","OnTap","3","1","medium","cuối tuần","relative"
"Thầy dặn làm bài tập chương 5 môn Xác suất thống kê, nộp thứ 4 tuần sau.","Bài tập","BaiTap","3","1","high","thứ 4","weekday"
"Thi cuối kỳ môn Triết học ngày 15 tháng 12, phần thi tự luận khó lắm.","Thi tự luận khó lắm","ThiCuoiKy","5","1","high","","submission"
"Cô nhắc làm tiểu luận môn Văn học nộp trước ngày 20 tháng này nha.","Nhắc nhở","NhacNho","3","0","low","","none"
"Bài tập nhóm môn Kỹ năng mềm hạn nộp thứ 6, nhóm mình làm slide đi nha.","Thuyết trình","BaiTap","3","1","high","thứ 6","weekday"
"Thứ 2 tuần sau kiểm tra 15 phút môn Anh văn chuyên ngành, ôn Unit 3 với 4 nha.","Kiểm tra 15 phút môn Anh văn chuyên ngành, ôn Uni","KiemTraThuongXuyen","3","1","high","thứ 2","weekday"
"Bài lab môn Mạng máy tính nộp cuối tuần này, cấu hình router đó mấy bạn.","Nhắc nhở","NhacNho","3","1","high","cuối tuần","relative"
"Nhóm mình còn thiếu phần kết luận báo cáo đồ án môn Cơ sở dữ liệu, hoàn thiện trước thứ 5.","Làm project","BaiTap","4","1","medium","thứ 5","weekday"
"Thi lại môn Vật lý đại cương vào tuần sau, lần này phải qua mới được nha.","Thi lại môn Vật lý đại cương vào tuần sau, l","ThiCuoiKy","3","1","high","tuần sau","relative"
"Bài tập phần Tích phân môn Toán cao cấp B2 hạn nộp thứ 3, làm từ bài 1 đến bài 10.","Bài tập","BaiTap","3","1","high","thứ 3","weekday"
"Thứ 5 này nộp đồ án môn Lập trình hướng đối tượng, nhóm mình code xong phần giao diện rồi nha.","Làm project","BaiTap","4","1","high","thứ 5","weekday"
"Cô Hương nhắc cả lớp bài kiểm tra giữa kỳ môn Kế toán tài chính vào thứ 2 tuần 10.","Kiểm tra giữa kỳ môn Kế toán tài chính vào thứ 2 ","KiemTraThuongXuyen","3","1","high","thứ 2","weekday"
"Nhóm báo cáo môn Quản trị học tuần sau, mình phụ trách phần phân tích SWOT nha.","Nhắc nhở","NhacNho","3","1","medium","tuần sau","relative"
"Bài tập lập trình Python chương 7 nộp thứ 6, làm phần xử lý chuỗi.","Bài tập","BaiTap","3","1","high","thứ 6","weekday"
"Thi cuối kỳ môn Cấu trúc dữ liệu và giải thuật ngày 18/12, ôn phần cây và đồ thị kỹ.","Thi cuối kỳ môn Cấu trúc dữ liệu và giải thu","ThiCuoiKy","3","1","high","","submission"
"Nộp báo cáo thực tập tốt nghiệp trước 10/01 nha, định dạng theo mẫu khoa yêu cầu.","Nhắc nhở","NhacNho","3","0","low","","none"
"Thầy ra đề tiểu luận môn Luật thương mại, chọn 1 trong 5 đề, nộp cuối tháng 11.","Nhắc nhở","NhacNho","3","0","low","","none"
"Bài tập nhóm môn Tâm lý học hạn thứ 4, nhóm mình còn thiếu phần dẫn chứng thực tế.","Bài tập","BaiTap","3","1","medium","thứ 4","weekday"
"Kiểm tra 1 tiết môn Địa lý kinh tế thứ 3 tuần này, ôn từ chương 1 đến chương 4.","Kiểm tra 1 tiết môn Địa lý kinh tế thứ 3 tuần này","KiemTraThuongXuyen","3","1","high","thứ 3","weekday"
"Đồ án môn Kỹ thuật phần mềm nộp cuối học kỳ, bảo vệ dự kiến tuần 17.","Làm project","BaiTap","4","1","high","","submission"
"Thứ 4 tuần này nộp bài luận phân tích tác phẩm môn Ngữ văn đại cương, dài tối thiểu 1500 từ.","Nhắc nhở","NhacNho","4","1","high","thứ 4","weekday"
"Bài kiểm tra thực hành môn Tin học đại cương tuần sau, ôn Excel và Word nha các bạn.","Kiểm tra thực hành môn Tin học đại cương tuần sau","KiemTraThuongXuyen","3","1","high","tuần sau","relative"
"Nhóm mình thuyết trình môn Phương pháp nghiên cứu khoa học thứ 5, nộp slide trước hôm đó.","Ôn tập","OnTap","3","1","high","thứ 5","weekday"
"Thi lại môn Toán rời rạc đợt này phải ôn kỹ phần logic và lý thuyết đồ thị.","Thi lại môn Toán rời rạc đợt này phải ôn kỹ ","ThiCuoiKy","4","1","high","","submission"
"Báo cáo thí nghiệm Vật lý buổi 3 nộp trước 17h thứ 6 nha, viết đủ phần xử lý số liệu.","Nhắc nhở","NhacNho","3","1","high","thứ 6","weekday"
"Thứ 2 tới nộp bài tập lớn môn Lý thuyết xác suất, làm phần bài toán Bayes đó.","Bài tập","BaiTap","3","1","high","thứ 2","weekday"
"Kiểm tra giữa kỳ môn Hệ điều hành vào tuần 8, ôn phần quản lý tiến trình và bộ nhớ.","Kiểm tra giữa kỳ môn Hệ điều hành vào tuần 8, ôn ","KiemTraThuongXuyen","3","1","high","","submission"
"Cô dặn làm bài tập phần đạo hàm hàm nhiều biến môn Giải tích 2 nộp thứ 4.","Bài tập","BaiTap","3","1","high","thứ 4","weekday"
"Đồ án cuối kỳ môn An toàn thông tin bảo vệ tuần 16, nhóm mình làm chủ đề mã hóa AES.","Làm project","BaiTap","4","1","low","","submission"
"Bài tập thực hành môn Kiến trúc máy tính làm mạch tổ hợp nộp thứ 5 tuần này.","Bài tập","BaiTap","3","1","high","thứ 5","weekday"
"Bài tập lớn môn Nhập môn lập trình nộp thứ 3 tuần 11, làm game đoán số bằng C.","Bài tập","BaiTap","3","1","high","thứ 3","weekday"
"Kiểm tra thường xuyên môn Sinh học đại cương thứ 4 này, ôn chương tế bào và di truyền.","Kiểm tra thường xuyên môn Sinh học đại cương thứ ","KiemTraThuongXuyen","3","1","high","thứ 4","weekday"
"Nhóm mình còn nợ phần kết quả thực nghiệm báo cáo đồ án, nộp thứ 6 tuần tới nha.","Làm project","BaiTap","4","1","high","thứ 6","weekday"
"Thầy ra bài tập phần hàm số mũ và logarit môn Toán B1, hạn nộp thứ 3.","Bài tập","BaiTap","3","1","high","thứ 3","weekday"
"Thi giữa kỳ môn Lý thuyết đồ thị vào cuối tuần 9, trọng tâm phần BFS và DFS.","Thi giữa kỳ môn Lý thuyết đồ thị vào cuối tu","ThiCuoiKy","3","1","high","cuối tuần","relative"
"Tiểu luận môn Triết học Mác - Lênin nộp tuần 13, đề tài về biện chứng duy vật.","Nhắc nhở","NhacNho","3","0","low","","none"
"Bài tập phần lập trình socket môn Lập trình mạng nộp thứ 4, làm cả client và server.","Bài tập","BaiTap","3","1","high","thứ 4","weekday"
"Cô thông báo kiểm tra 1 tiết môn Kỹ năng thuyết trình tuần 7, mỗi bạn nói 3 phút về chủ đề tự chọn.","Kiểm tra 1 tiết môn Kỹ năng thuyết trình tuần 7, ","KiemTraThuongXuyen","3","1","high","","submission"
"Bài tập về nhà môn Điện tử cơ bản làm mạch chỉnh lưu, nộp kèm báo cáo vào thứ 6.","Bài tập","BaiTap","3","1","high","thứ 6","weekday"
"Đồ án môn Trí tuệ nhân tạo nhóm mình chọn đề tài nhận diện khuôn mặt, hạn cuối tuần 15.","Làm project","BaiTap","4","1","medium","cuối tuần","relative"
"Thứ 3 tuần sau kiểm tra 1 tiết môn Hóa phân tích, ôn kỹ phương pháp chuẩn độ.","Kiểm tra 1 tiết môn Hóa phân tích, ôn kỹ phương p","KiemTraThuongXuyen","3","1","high","thứ 3","weekday"
"Nhóm tụi mình làm báo cáo môn Xã hội học, phần khảo sát phải có ít nhất 50 mẫu.","Nhắc nhở","NhacNho","3","0","low","","none"
"Bài tập lớn môn Nguyên lý máy tính phải nộp tuần 12, thầy yêu cầu mô phỏng pipeline.","Bài tập","BaiTap","3","1","high","","submission"
"Tiểu luận môn Lịch sử Đảng hạn nộp ngày 25, viết về giai đoạn 1930-1945.","Nhắc nhở","NhacNho","3","0","low","","none"
"Thứ 6 này thuyết trình nhóm môn Quản lý dự án, mình làm phần lập WBS đó.","Ôn tập","OnTap","3","1","medium","thứ 6","weekday"
"Bài tập thực hành môn Vi điều khiển tuần này lập trình LED nhấp nháy, nộp file code thứ 4.","Bài tập","BaiTap","3","1","high","thứ 4","weekday"
"Kiểm tra 15 phút môn Cơ học kỹ thuật đầu giờ thứ 5, ôn phần tĩnh học cân bằng.","Kiểm tra 15 phút môn Cơ học kỹ thuật đầu giờ thứ ","KiemTraThuongXuyen","3","1","high","thứ 5","weekday"
"Kiểm tra 1 tiết môn Vật lý 2 thứ 4 tuần sau, ôn kỹ phần điện từ trường nha.","Kiểm tra 1 tiết môn Vật lý 2 thứ 4 tuần sau, ôn k","KiemTraThuongXuyen","3","1","high","thứ 4","weekday"
"Bài tập nhóm môn Kinh tế lượng nộp thứ 6, chạy hồi quy OLS bằng STATA hoặc R.","Bài tập","BaiTap","3","1","high","thứ 6","weekday"
"Thầy yêu cầu nộp báo cáo thực hành môn Vẽ kỹ thuật bằng AutoCAD trước 8h thứ 5.","Nhắc nhở","NhacNho","3","1","high","thứ 5","weekday"
"Thi cuối kỳ môn Nhập môn AI ngày 22, ôn phần thuật toán tìm kiếm và học máy cơ bản.","Thi cuối kỳ môn Nhập môn AI ngày 22, ôn phần","ThiCuoiKy","4","1","high","","submission"
"Bài tập lớn môn Thiết kế web nộp tuần 14, làm responsive hoàn chỉnh có cả backend.","Bài tập","BaiTap","3","1","high","","submission"
"Thứ 4 này cô gọi lên bảng kiểm tra bài môn Đại số tuyến tính, ôn phần không gian vectơ.","Kiểm tra bài môn Đại số tuyến tính, ôn phần không","KiemTraThuongXuyen","3","1","high","thứ 4","weekday"
"Nhóm mình bảo vệ đồ án môn Hệ thống nhúng vào thứ 6 tuần 16, demo phần cứng trực tiếp.","Làm project","BaiTap","4","1","medium","thứ 6","weekday"
"toi nay nop btl roi ma chua lam gi het, chet","Nhắc nhở","NhacNho","3","1","high","nay","relative"
"ơ khum ai nhắc mình kiemtra giải tích thứ mấy vậy","Nhắc nhở","NhacNho","3","0","low","","none"
"bài tậpp vật lí chương 3 nộp thứ mấy z mn","Nhắc nhở","NhacNho","3","0","low","","none"
"thầy bảo lm tiểu luạn nộp trc 20 mà mk chưa chọn đề :((","Nhắc nhở","NhacNho","3","0","low","","none"
"anh ơi btl nhom minh lam xog chua, mai nop roi","Nhắc nhở","NhacNho","3","1","high","mai","relative"
"ths dạy khó wá, bài thực hành lần 3 làm không hiểu gì luôn, deadline cuoi tuan","Nhắc nhở","NhacNho","5","0","low","","none"
"thi cuoi ky mon nao do thang nay khó lắm nghe mn","Thi cuoi ky mon nao do thang nay khó lắm ngh","ThiCuoiKy","5","1","high","nay","relative"
"bài tập chương 4 giải tích mk ko hiểu gì hết, nộp t4 mà","Bài tập","BaiTap","3","1","high","t4","weekday"
"ê mấy đứa bài kiểm tra thường xuyên hóa tuần sau đúng k, khó k mn","Kiểm tra thường xuyên hóa tuần sau đúng k, khó k ","KiemTraThuongXuyen","3","1","high","tuần sau","relative"
"deadline đồ án sắp tới mà nhóm chưa họp lần nào, stress vcl","Làm project","BaiTap","4","1","high","","submission"
"btl marketing nhóm 5 mai nộp ai chưa làm mau lên","Nhắc nhở","NhacNho","3","1","high","mai","relative"
"cô cho bài tập về nhà mon ktvm nhưng mình ghi ko kịp đề, ai chụp giúp mình với","Bài tập","BaiTap","3","1","low","","submission"
"thứ mấy thi lai mon ly vay, mk rớt môn này rồi","Thi lai mon ly vay, mk rớt môn này rồi","ThiCuoiKy","5","1","high","","submission"
"nộp báo cao thực hành t5 hay t6 vậy mấy bạn, thầy nói mk không nghe","Nhắc nhở","NhacNho","3","0","low","","none"
"ôi trời kiểm tra 1 tiết mà học hok vô gì hết, chắc chớt rồi","Kiểm tra 1 tiết mà học hok vô gì hết, chắc chớt r","KiemTraThuongXuyen","3","1","high","","submission"
"ai trong nhom 3 lam bai tap nlm chua, mai phai nop r","Nhắc nhở","NhacNho","3","1","high","mai","relative"
"bài nộp hôm nay hay mai z, mk confuse lắm","Nhắc nhở","NhacNho","3","1","high","hôm nay","relative"
"thi gk mon gi do thang 11 mà mk quên mất tiêu, ai nhớ không","Thi gk mon gi do thang 11 mà mk quên mất tiê","ThiCuoiKy","3","1","high","","submission"
"ôi trời ơi nộp bài rồi mà thầy bảo sai định dạng, làm lại từ đầu không khóc được","Nhắc nhở","NhacNho","5","0","low","","none"
"mn ơi ai có đề cương ktck mon cnpm không share mình với","Ôn đề cương","OnTap","3","0","low","cn","weekday"
"thực hành buổi 4 làm cái gì vậy, mk nghỉ buổi đó không biết gì luôn","Nhắc nhở","NhacNho","3","0","low","","none"
"mấy đứa ơi bài thuyết trình nhóm mk lm slide chưa, sao chưa thấy ai làm gì hết","Ôn tập","OnTap","3","0","low","","none"
"thầy ra tiểu luân cái gì đó mk ghi ko kịp, ai chụp hình cho mk với","Nhắc nhở","NhacNho","3","0","low","","none"
"bài tập giải tích mk ko hiểu đề gì luôn, nộp t3","Bài tập","BaiTap","3","1","high","t3","weekday"
"nộp baoo cáo thực hành hóa buổi 2 roi ma mk chưa viết phần kết luận, ngày mai nộp","Nhắc nhở","NhacNho","3","1","high","ngày mai","relative"
"bài lab lập trình mạng tuần này mk chưa hiểu gì, deadline thứ 5","Nhắc nhở","NhacNho","3","1","high","thứ 5","weekday"
"làm bài tập ktvm sao kho wá, chắc chớt mất","Bài tập","BaiTap","3","1","low","","submission"
"thứ mấy thuyết trình nhóm mình vậy, mk lú lẫm hết rồi","Ôn tập","OnTap","3","0","low","","none"
"bài tiểu luận mình viết đc 300 chữ mà còn 1200 chữ nữa, mai nộp khóc thôi","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"kiểm tra 1 tiết hóa thứ 6 hay thứ 7 vậy mấy bạn ơi","Kiểm tra 1 tiết hóa thứ 6 hay thứ 7 vậy mấy bạn ơ","KiemTraThuongXuyen","3","1","high","thứ 6","weekday"
"ai làm đồ án chưa, nhóm mình chưa bắt đầu gì luôn mà hạn tuần sau rồi","Làm project","BaiTap","4","1","medium","tuần sau","relative"
"Thầy dạy chán quá, buồn ngủ không chịu được.","Nhắc nhở","NhacNho","3","0","low","","none"
"Mấy đứa ơi tối nay đi uống trà sữa không?","Nhắc nhở","NhacNho","3","1","high","tối nay","relative"
"Trời ơi sao hôm nay nóng kinh khủng vậy, học không vô gì hết.","Nhắc nhở","NhacNho","3","1","high","hôm nay","relative"
"Căng tin hôm nay bán cơm gì vậy mấy bạn?","Nhắc nhở","NhacNho","3","1","high","hôm nay","relative"
"Ủa hôm nay lớp mình có học không hay thầy nghỉ rồi?","Nhắc nhở","NhacNho","3","1","high","hôm nay","relative"
"Mày có xem phim gì hay không, tao rảnh quá.","Nhắc nhở","NhacNho","3","0","low","","none"
"Sao trường mình wifi chậm thế này, không chịu được luôn.","Nhắc nhở","NhacNho","3","0","low","","none"
"Ê đứa nào muốn đi karaoke tối thứ 6 không?","Nhắc nhở","NhacNho","3","1","medium","thứ 6","weekday"
"Cuộc sống sinh viên sao khổ quá, chán chường vcl.","Nhắc nhở","NhacNho","3","0","low","","none"
"Chị ơi, em chưa làm xong bài assignment tuần này, deadline là 10h tối nay 😅","Bài tập","BaiTap","3","1","high","tối nay","relative"
"Bài project lớn này khó quá, ai giúp mình với, nộp vào thứ 6 tuần sau","Làm project","BaiTap","4","1","high","thứ 6","weekday"
"Em chưa hiểu bài quiz tuần này, có ai giải thích giúp em không?","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"Bài presentation nhóm mình làm đến đâu rồi?","Nhắc nhở","NhacNho","3","0","low","","none"
"Chị ơi, em nộp bài report vào 20/10 được không ạ?","Làm report","BaiTap","3","1","high","","submission"
"Bài tập này khó quá, có ai làm xong chưa?","Bài tập","BaiTap","5","1","low","","submission"
"Mình cần help với bài coding, deadline là 2 ngày nữa","Nhắc nhở","NhacNho","3","0","low","","none"
"Bài discussion forum tuần này mình làm gì vậy ạ?","Nhắc nhở","NhacNho","3","0","low","","none"
"Em chưa làm bài homework, ai gửi file cho em với, deadline là tối nay 23h59","Bài tập","BaiTap","3","1","high","tối nay","relative"
"Chj ơi, e chưa làm xong bài assingment tuần này, deadline là 10h tối nay 😅","Nhắc nhở","NhacNho","3","1","high","tối nay","relative"
"Bai project lớn này khó quá, ai giúp mình với, nộp vào thứ 6 tuần sau","Làm project","BaiTap","4","1","high","thứ 6","weekday"
"E k hiểu bài quiz tuần này, có ai giải thích giúp e không?","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"Deadline bài essay là mai rùi, mà mình vẫn chưa viết xong 😓","Nhắc nhở","NhacNho","3","1","high","mai","relative"
"Bài prezentasion nhóm mình làm đến đâu rồi?","Nhắc nhở","NhacNho","3","0","low","","none"
"Chị ơi, e nộp bài report vào 20/10 đc k ạ?","Làm report","BaiTap","3","1","high","","submission"
"Bai tap này khó quá, có ai làm xong chưa?","Nhắc nhở","NhacNho","5","0","low","","none"
"Mình cần help với bài codding, deadline là 2 ngày nữa","Nhắc nhở","NhacNho","3","0","low","","none"
"Bài discusion forum tuần này mình làm gì vậy ạ?","Nhắc nhở","NhacNho","3","0","low","","none"
"E chưa làm bài homwork, ai gửi file cho e với, deadline là tối nay 23h59","Ôn tập","OnTap","3","1","high","tối nay","relative"
"Chị ơi, em chưa làm xong bài assignment tuần này, deadline là 10h tối nay, mà em đang bị đau đầu 😅, giúp em với","Bài tập","BaiTap","3","1","high","tối nay","relative"
"Bài project lớn này khó quá, ai giúp mình với, nộp vào thứ 6 tuần sau, mình đang bận quá","Làm project","BaiTap","4","1","high","thứ 6","weekday"
"Em chưa hiểu bài quiz tuần này, có ai giải thích giúp em không, em hỏi nhiều lần rồi","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"Deadline bài essay là mai rồi, mà mình vẫn chưa viết xong, mình đang xem phim 😓","Nhắc nhở","NhacNho","3","1","high","mai","relative"
"Bài presentation nhóm mình làm đến đâu rồi, có cần thêm gì không?","Nhắc nhở","NhacNho","3","0","low","","none"
"Chị ơi, em nộp bài report vào 20/10 được không ạ, em đang cần gấp","Làm report","BaiTap","3","1","high","","submission"
"Bài tập này khó quá, có ai làm xong chưa, mình cần tham khảo","Bài tập","BaiTap","5","1","low","","submission"
"Mình cần help với bài coding, deadline là 2 ngày nữa, mình đang bận làm việc khác","Nhắc nhở","NhacNho","3","0","low","","none"
"Bài discussion forum tuần này mình làm gì vậy ạ, em không hiểu","Nhắc nhở","NhacNho","3","0","low","","none"
"Em chưa làm bài homework, ai gửi file cho em với, deadline là tối nay 23h59, em cảm ơn","Bài tập","BaiTap","3","1","high","tối nay","relative"
"chị ơi e chưa làm xong bài ass này 😅","Nhắc nhở","NhacNho","3","0","low","","none"
"e k hiểu quiz tuần này 😐","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"essay mai rồi 😱","Nhắc nhở","NhacNho","3","1","high","mai","relative"
"Em chưa làm xong bài tập, deadline là mai 😅","Bài tập","BaiTap","3","1","high","mai","relative"
"chj ơi e nộp bài muộn đc k ạ","Nhắc nhở","NhacNho","3","0","low","","none"
"Bài này khó quá, ai giúp mình với, mình đang bận 😓","Nhắc nhở","NhacNho","5","0","low","","none"
"Chị ơi, em chưa hiểu bài quiz","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"e k hiểu phần này, giải thích giúp e","Nhắc nhở","NhacNho","3","0","low","","none"
"Chị ơi, em chưa làm xong bài assignment tuần này, deadline là 10h tối mai 😅","Bài tập","BaiTap","3","1","high","mai","relative"
"Chj ơi, e chưa làm xong bài assingment tuần này, deadline là 10h tối mai 😅","Nhắc nhở","NhacNho","3","1","high","mai","relative"
"Chị ơi, em chưa làm xong bài assignment tuần này, deadline là 10h tối mai, mà em đang bị đau đầu 😅, giúp em với","Bài tập","BaiTap","3","1","high","mai","relative"
"boi tập Lập trenh về nho tuần noy doi ngoằng","Nhắc nhở","NhacNho","4","0","low","","none"
"ai làm xong assignment Kỹ năng mềm chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"assignment Kỹ năng mềm về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"ai lom xong assignment Cd sở dữ liệu chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"boi tập Lập trenh về nho tuần noy doi ngoằng","Nhắc nhở","NhacNho","4","0","low","","none"
"bài tập Lập trình về nhà tuần này dài ngoằng 🔥","Bài tập","BaiTap","4","1","low","","submission"
"ai làm xong assignment Cơ sở dữ liệu chưa cho t copy tẹo =)) 😂","Bài tập","BaiTap","3","1","low","","submission"
"ai làm xong assignment Hóa chưa cho t copy tẹo =)) 😂","Bài tập","BaiTap","3","1","low","","submission"
"ai làm xong assignment Kỹ năng mềm chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"ai làm xong assignment Toán chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"bài tập Kỹ năng mềm về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"bài tập Kỹ năng mềm về nhà tuần này dài ngoằng hz","Bài tập","BaiTap","4","1","low","","submission"
"ai làm xong assignment Kỹ năng mềm chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"ai làm xong assignment Lập trình chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"bài tập Cơ sở dữ liệu về nhà tuần này dài ngoằng 😂","Bài tập","BaiTap","4","1","low","","submission"
"bài tập Mạng máy tính về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"bài tập Toán về nhà tuần này dài ngoằng zz","Bài tập","BaiTap","4","1","low","","submission"
"bài tập Cơ sở dữ liệu về nhà tuần này dài ngoằng 🔥","Bài tập","BaiTap","4","1","low","","submission"
"ai làm xong assignment Mạng máy tính chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
