"InputText","TaskName","TaskType","Difficulty","HasDeadline","Urgency","TimeExpression","DeadlineType"
"team mình pop quiz môn sinh chiều nay lụm 📝","Quiz","KiemTraThuongXuyen","3","1","medium","mai","relative"
"project môn Cơ sở dữ liệu đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"mai kt 1 tiết Triết sợ toang 😭","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"Môn Kỹ thuật số thi cuối kỳ khá khó, cần ôn theo từng chương.","Thi cuối kỳ khá khó, cần ôn theo từng chương","ThiCuoiKy","5","1","high","","submission"
"bọn mình quiz anh văn vl ✨","Quiz","KiemTraThuongXuyen","2","1","medium","thứ 3","weekday"
"deadline ôn thi cuối kỳ Lập trình đang tới gần 🔥","Thi cuối kỳ Lập trình đang tới gần 🔥","ThiCuoiKy","4","1","high","","submission"
"pop quiz Hoa dễ yn aiểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"đừng quên nộp lệ phí học Hóa ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"có pro nào tổng hợp công thức vật lí đại cương phần quang hq chưa","Nhắc nhở","NhacNho","3","0","low","","none"
"pop quiz Toán dễ ăn điểm lắm 🔥","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"Chị ơi, em chưa hiểu bài này, giúp em với.","Nhắc nhở","NhacNho","3","0","low","","none"
"Bài tập lớn môn Kỹ thuật phần mềm khá nặng, mình đang chia nhỏ công việc để làm dần.","Bài tập","BaiTap","3","1","low","","submission"
"Môn Nguyên lý máy thi cuối kỳ khá khó, cần ôn theo từng chương.","Thi cuối kỳ khá khó, cần ôn theo từng chương","ThiCuoiKy","5","1","high","","submission"
"bài test ngắn hôm nay căng 🙃","Test","KiemTraThuongXuyen","3","1","high","mai","relative"
"Thi giữa kỳ môn Nguyên lý kế toán sắp diễn ra, mình đang ôn theo đề cương.","Thi giữa kỳ môn Nguyên lý kế toán sắp diễn r","ThiCuoiKy","4","1","high","","submission"
"team mình m test anh văn :)) 💀","Test","KiemTraThuongXuyen","3","1","medium","mai","relative"
"đừng quên nộp lệ phí học Mạng máy tính ae ơi 😭","Nhắc nhở","NhacNho","1","0","low","","none"
"thi cuối kỳ toán","Thi cuối kỳ","ThiCuoiKy","3","1","high","mai","relative"
"Thi cuối kỳ môn Kế toán quản trị đang đến gần, mình bắt đầu ôn từ hôm nay.","Thi cuối kỳ môn Kế toán quản trị đang đến gầ","ThiCuoiKy","4","1","high","hôm nay","relative"
"bao cao Kỹ nyng mềm lom thuyết trenh ez","Nhắc nhở","NhacNho","2","0","low","","none"
"project môn Lập trình đang trễ tiến độ ak","Làm project","BaiTap","4","1","low","","submission"
"Thi giữa kỳ môn Giải tích 2 sắp diễn ra, mình đang ôn theo đề cương.","Thi giữa kỳ môn Giải tích 2 sắp diễn ra, mìn","ThiCuoiKy","3","1","high","","submission"
"Chị ơi, e nộp bài report vào 20/10 đc k ạ?","Làm report","BaiTap","3","1","high","","submission"
"báo cáo Kỹ năng mềm làm thuyết trình ez vkl","Ôn tập","OnTap","2","0","low","","none"
"chuẩn bị thi final Triết rôi lo quá 😭","Thi final Triết rôi lo quá 😭","ThiCuoiKy","5","1","high","","submission"
"15p tin học tuan sau x100 📝","Kiểm tra 15 phút","KiemTraThuongXuyen","4","1","high","chiều nay","relative"
"team mình exam mô","Thi cuối kỳ","ThiCuoiKy","4","1","medium","cuối tuần","relative"
"Tuần này có bài kiểm tra môn Toán cao cấp, mình đang ôn lại nội dung chính.","Kiểm tra môn Toán cao cấp, mình đang ôn lại nội d","KiemTraThuongXuyen","3","1","high","","submission"
"Thứ 5 này nộp đồ án môn Lập trình hướng đối tượng, nhóm mình code xong phần giao diện rồi nha.","Làm project","BaiTap","4","1","high","thứ 5","weekday"
"mai kt 1 tiết Lý sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"ê thi dc mang máy tính casio zo ko m","Thi dc mang máy tính casio zo ko m","ThiCuoiKy","3","1","high","","submission"
"hôm nay ôn tập Triết nhé mọi người","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"kiểm tra nhanh cuối buổi gấp ⏰","Kiểm tra","KiemTraThuongXuyen","4","1","medium","tuần sau","relative"
"cày đề toán tối nay","Ôn tập","OnTap","2","1","medium","","none"
"thi qua môn là được","Thi","ThiCuoiKy","5","1","medium","thứ 2","weekday"
"Chiều mai kiểm tra Toán cao cấp, ai còn tài liệu ôn tập cho mình xin với.","Kiểm tra Toán cao cấp, ai còn tài liệu ôn tập cho","KiemTraThuongXuyen","3","1","high","mai","relative"
"final exam mạng máy tính","Thi cuối kỳ","ThiCuoiKy","5","1","high","tháng sau","relative"
"đề thi này đ dnhf cho học sinh con người má ác dã man","Thi này đ dnhf cho học sinh con người má ác ","ThiCuoiKy","3","1","high","","submission"
"pop quiz Hóa dễ ăn điểm lắm 😭","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"on Kỹ nyng mềm sưdng sưdng thoi","Nhắc nhở","NhacNho","2","0","low","","none"
"t giải de c++ 🥲 💀","Giải đề","OnTap","3","1","medium","tuần sau","relative"
"Thứ 3 tuần sau kiểm tra 1 tiết môn Hóa phân tích, ôn kỹ phương pháp chuẩn độ.","Kiểm tra 1 tiết môn Hóa phân tích, ôn kỹ phương p","KiemTraThuongXuyen","3","1","high","thứ 3","weekday"
"hôm nay ôn tập Kỹ năng mềm nhé mọi người","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"mai kt 1 tiết Kỹ năng mềm sợ toang 😭","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"chuẩn bị nộp hw 2 mng nhớ ktra lại đạo văn nha","Kiểm tra lại đạo văn nha","KiemTraThuongXuyen","3","1","high","","submission"
"Đợt thi giữa kỳ môn Toán rời rạc khó hơn mình dự kiến, phải tập trung hơn.","Thi giữa kỳ môn Toán rời rạc khó hơn mình dự","ThiCuoiKy","4","1","high","","submission"
"Ai có đề cương thi cuối kỳ môn Giải phẫu học cho mình xin tham khảo.","Thi cuối kỳ môn Giải phẫu học cho mình xin t","ThiCuoiKy","3","1","high","","submission"
"báo cáo Kỹ năng mềm làm thuyết trình ez ak","Ôn tập","OnTap","2","0","low","","none"
"final exam mạng máy tính kk 💀","Thi cuối kỳ","ThiCuoiKy","4","1","high","thứ 2","weekday"
"Ê đứa nào muốn đi karaoke tối thứ 6 không?","Nhắc nhở","NhacNho","3","1","medium","thứ 6","weekday"
"ktra 1 tiết toán haha ⏰","Kiểm tra 1 tiết","KiemTraThuongXuyen","3","1","high","tuần sau","relative"
"trốn về trc ko ae chứ ngồi đít đau cmnr","Nhắc nhở","NhacNho","3","0","low","","none"
"đừng quen lm khao sat cua khoa nha mk","Nhắc nhở","NhacNho","3","0","low","","none"
"report Lý làm thuyết trình ez","Làm report","BaiTap","3","1","low","","submission"
"ôn Triết sương sương thôi vkl","Ôn tập","OnTap","2","0","low","","none"
"tao quiz anh văn","Quiz","KiemTraThuongXuyen","2","1","medium","tuần sau","relative"
"tổng kết lại chương 1 có ai ch hiểu khúc nào ko","Nhắc nhở","NhacNho","3","0","low","","none"
"bai ktra hs2 mak de vkl tao 10 d r mn oi","Kiểm tra hs2 mak de vkl tao 10 d r mn oi","KiemTraThuongXuyen","3","1","high","","submission"
"pop quiz Hóa dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"thi giữa kỳ triết","Thi","ThiCuoiKy","4","1","high","cuối tuần","relative"
"tóm tắt bài giảng x100 🔥","Ôn tập","OnTap","3","0","low","","none"
"Thứ 3 tuần này thi giữa kỳ môn Kinh tế vi mô, ôn kỹ chương 3 và 4 nha.","Thi giữa kỳ môn Kinh tế vi mô, ôn kỹ chương ","ThiCuoiKy","3","1","high","thứ 3","weekday"
"chieu nay hoc bu tren giang duong a mn nho nhe","Nhắc nhở","NhacNho","3","1","high","nay","relative"
"có đứa nào có bí kíp qua môn ko share tớ xin","Nhắc nhở","NhacNho","3","0","low","","none"
"Deadline bài tập lớn môn Kinh tế lượng sắp tới, mình đang hoàn thiện phần cuối.","Bài tập","BaiTap","3","1","high","","submission"
"nhớ mang theo laptop thực honh Lập trenh nha","Nhắc nhở","NhacNho","2","0","low","","none"
"ai lom xong assignment Triết chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"Deadline bài tập lớn môn Giải tích sắp tới, mình đang hoàn thiện phần cuối.","Bài tập","BaiTap","3","1","high","","submission"
"Bài kiểm tra thực hành môn Tin học đại cương tuần sau, ôn Excel và Word nha các bạn.","Kiểm tra thực hành môn Tin học đại cương tuần sau","KiemTraThuongXuyen","3","1","high","tuần sau","relative"
"bài hôm qua khó bá cháy đéo biết làm lun","Nhắc nhở","NhacNho","5","0","low","","none"
"pop quiz Mạng máy tính dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Mạng máy tính sợ toang 🔥","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"Tuần này có bài kiểm tra môn Hóa đại cương, mình đang ôn lại nội dung chính.","Kiểm tra môn Hóa đại cương, mình đang ôn lại nội ","KiemTraThuongXuyen","3","1","high","","submission"
"project môn Triết đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"mai kt 1 tiết Mạng máy tính sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"đề cương triết học tận 20 trang wtf","Ôn đề cương","OnTap","3","0","low","","none"
"cuối tuần phải review lại Cd sở dữ liệu cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"Mình phải nộp bài tập lớn Lý thuyết thông tin trong tuần này, ai rảnh review giúp mình không?","Bài tập","BaiTap","3","1","high","","submission"
"hom nay on tập Cd sở dữ liệu nhe mọi người","Nhắc nhở","NhacNho","3","1","high","nay","relative"
"anh ôn de cương 😭 💀","Ôn tập","OnTap","2","0","low","","none"
"mai nghỉ nha cô ốm r 🥳","Nhắc nhở","NhacNho","3","1","high","mai","relative"
"Mình cần chuẩn bị cho bài kiểm tra Kinh tế vĩ mô, độ khó khá cao.","Kiểm tra Kinh tế vĩ mô, độ khó khá cao","KiemTraThuongXuyen","3","1","high","","submission"
"chú ý lịch học bù Hóa tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"chuẩn bị thi final Cd sở dữ liệu roi lo qua","Thi final Cd sở dữ liệu roi lo qua","ThiCuoiKy","5","1","high","","submission"
"project môn Hóa đang trễ tiến độ 🔥","Làm project","BaiTap","4","1","low","","submission"
"th 3 ktra 15p sử chill ✨","Kiểm tra 15 phút","KiemTraThuongXuyen","3","1","medium","hôm nay","relative"
"code chay dc roi ma deploy bi loi wtf","Nhắc nhở","NhacNho","3","0","low","","none"
"ôn Mạng máy tính sương sương thôi 😭","Ôn tập","OnTap","2","0","low","","none"
"Báo cáo thí nghiệm Vật lý buổi 3 nộp trước 17h thứ 6 nha, viết đủ phần xử lý số liệu.","Nhắc nhở","NhacNho","3","1","high","thứ 6","weekday"
"ai giúp e với 😐","Nhắc nhở","NhacNho","3","0","low","","none"
"ae luu ý nay cô gác thi siêu siêu khó lmj nhớ cẩn thận","Thi siêu siêu khó lmj nhớ cẩn thận","ThiCuoiKy","5","1","high","nay","relative"
"nhớ nhắc t nộp tiền quỹ lớp trc t6 nha","Nhắc nhở","NhacNho","3","0","low","","none"
"t cày de toán tối nay đm 🔥","Ôn tập","OnTap","2","1","medium","hôm nay","relative"
"project môn Triết đang trễ tiến độ hz","Làm project","BaiTap","4","1","low","","submission"
"dm thi vấn đáp t run như cầy sấy 🥶","Thi vấn đáp t run như cầy sấy 🥶","ThiCuoiKy","3","1","high","","submission"
"aừng quen nộp lệ phi học Hoa ae di","Nhắc nhở","NhacNho","1","0","low","","none"
"deadline ôn thi cuối kỳ Mạng máy tính đang tới gần 😭","Thi cuối kỳ Mạng máy tính đang tới gần 😭","ThiCuoiKy","4","1","high","","submission"
"Bài tập thực hành môn Kiến trúc máy tính làm mạch tổ hợp nộp thứ 5 tuần này.","Bài tập","BaiTap","3","1","high","thứ 5","weekday"
"toang r mai ktra r m tao di uong tsua d quan tam nx","Kiểm tra r m tao di uong tsua d quan tam nx","KiemTraThuongXuyen","3","1","high","mai","relative"
"tình hình tiến độ cái đồ án tới đâu r ae","Làm project","BaiTap","4","1","low","","submission"
"exam giữa kỳ triết :)) 🔥","Thi","ThiCuoiKy","5","1","high","cuối tuần","relative"
"Kiểm tra thường xuyên môn Sinh học đại cương thứ 4 này, ôn chương tế bào và di truyền.","Kiểm tra thường xuyên môn Sinh học đại cương thứ ","KiemTraThuongXuyen","3","1","high","thứ 4","weekday"
"project môn Mạng máy tính đang trễ tiến độ 👍","Làm project","BaiTap","4","1","low","","submission"
"hqa đ có tgian lm bài lun đi lm thêm mệt quá dcm","Nhắc nhở","NhacNho","3","0","low","","none"
"bài tập Mạng máy tính về nhà tuần này dài ngoằng vkl","Bài tập","BaiTap","4","1","low","","submission"
"team mình m test anh văn 🫠 🙃","Test","KiemTraThuongXuyen","4","1","high","chiều nay","relative"
"Mình cần nộp báo cáo môn Điện lạnh trước hạn, hiện đang hoàn thiện số liệu.","Nhắc nhở","NhacNho","3","0","low","","none"
"ktra nhanh cuối buổi","Kiểm tra","KiemTraThuongXuyen","3","1","high","tuần sau","relative"
"help me 😐","Nhắc nhở","NhacNho","3","0","low","","none"
"ai ranh call t t review ctruc cho","Review bài","OnTap","3","0","low","","none"
"pop quiz Cơ sở dữ liệu dễ ăn điểm lắm 👍","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"cái pj này t muốn đập đi xây lại mệt mỏi qá r ae","Nhắc nhở","NhacNho","3","0","low","","none"
"đừng quên nộp lệ phí học Kỹ năng mềm ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"dm ktx cúp điện r nóng vãi","Nhắc nhở","NhacNho","3","0","low","","none"
"chiều ni đi thư viện cày đề nha m","Ôn tập","OnTap","3","0","low","","none"
"nhớ mang theo laptop thực hành Toán nha","Nhắc nhở","NhacNho","2","0","low","","none"
"mai phai nop bt li roi dm kho vkl","Nhắc nhở","NhacNho","3","1","high","mai","relative"
"ngồi coy lại Kỹ nyng mềm mệt vl 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"Mình cần chuẩn bị cho bài kiểm tra Hóa đại cương, độ khó khá cao.","Kiểm tra Hóa đại cương, độ khó khá cao","KiemTraThuongXuyen","3","1","high","","submission"
"Thứ 6 tuần sau kiểm tra 1 tiết Hóa nha, khá dễ.","Kiểm tra 1 tiết Hóa nha, khá dễ","KiemTraThuongXuyen","3","1","high","thứ 6","weekday"
"Tuần này mưa liên tục, đi lại bất tiện ghê.","Nhắc nhở","NhacNho","3","0","low","","none"
"tuan sau present ma team ch ai lam gi la sao tui m","Ôn tập","OnTap","3","1","medium","tuan sau","relative"
"Bài tập về nhà môn Lập trình Java cần hoàn thành sớm để kịp hạn nộp.","Bài tập","BaiTap","3","1","high","","submission"
"bài tập Cơ sở dữ liệu về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"ai làm xong assignment Cơ sở dữ liệu chưa cho t copy tẹo =)) 😂","Bài tập","BaiTap","3","1","low","","submission"
"deadline on thi cuối kỳ Mạng may tinh aang tới gần","Thi cuối kỳ Mạng may tinh aang tới gần","ThiCuoiKy","4","1","high","","submission"
"thi qua môn là được x100 📝","Thi","ThiCuoiKy","5","1","high","thứ 2","weekday"
"nộp baoo cáo thực hành hóa buổi 2 roi ma mk chưa viết phần kết luận, ngày mai nộp","Nhắc nhở","NhacNho","3","1","high","ngày mai","relative"
"t ktra miệng hóa","Kiểm tra","KiemTraThuongXuyen","3","1","medium","chiều nay","relative"
"mai đi thi nhớ đem thẻ sv nha m","Thi nhớ đem thẻ sv nha m","ThiCuoiKy","3","1","high","mai","relative"
"em thi c cuối tuần kk 🧠","Thi","ThiCuoiKy","4","1","medium","hôm nay","relative"
"nhắc mng d quên nộp 200k lệ phí thi t anh trc ngày 15/4 nghen","Thi t anh trc ngày 15/4 nghen","ThiCuoiKy","3","1","high","","submission"
"ktra 1 tiết toán","Kiểm tra 1 tiết","KiemTraThuongXuyen","3","1","medium","hôm nay","relative"
"Deadline đồ án Công nghệ phần mềm đã gần, mình cần hoàn thiện phần demo.","Làm project","BaiTap","4","1","high","","submission"
"báo cáo Triết làm thuyết trình ez","Ôn tập","OnTap","2","0","low","","none"
"m giải de c++ 😭 🔥","Giải đề","OnTap","2","1","medium","hôm nay","relative"
"essay mai rồi 😱","Nhắc nhở","NhacNho","3","1","high","mai","relative"
"t xem lại công thức hóa","Ôn tập","OnTap","3","0","low","","none"
"ai làm xong assignment Cơ sở dữ liệu chưa cho t copy tẹo =)) vkl","Bài tập","BaiTap","3","1","low","","submission"
"cuối tuần phải review lại Lý cho kỹ ak","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"hôm nay ôn tập Hóa nhé mọi người","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"Em chưa làm bài homework, ai gửi file cho em với, deadline là tối nay 23h59","Bài tập","BaiTap","3","1","high","tối nay","relative"
"lịch thi ra rồi","Thi","ThiCuoiKy","3","1","high","tháng sau","relative"
"cuối tuần phải review lại Lập trenh cho kỹ","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"Deadline bài tập lớn môn Lý thuyết thông tin sắp tới, mình đang hoàn thiện phần cuối.","Bài tập","BaiTap","3","1","high","","submission"
"đừng quên nộp lệ phí học Triết ae ơi 👍","Nhắc nhở","NhacNho","1","0","low","","none"
"đừng quên nộp lệ phí học Triết ae ơi","Nhắc nhở","NhacNho","1","0","low","","none"
"báo cáo Toán làm thuyết trình ez","Ôn tập","OnTap","2","0","low","","none"
"Bài tập nhóm Nghiên cứu thị trường đang thiếu một vài phần, cần họp nhóm gấp.","Bài tập","BaiTap","5","1","low","","submission"
"Đồ án môn Điều khiển tự động yêu cầu cả báo cáo và source, mình đang soạn lại tài liệu.","Làm project","BaiTap","4","1","low","","submission"
"Em chưa làm xong bài tập, deadline là mai 😅","Bài tập","BaiTap","3","1","high","mai","relative"
"15p tin học tuần sau","Kiểm tra 15 phút","KiemTraThuongXuyen","3","1","high","tuần sau","relative"
"chuẩn bị thi final Toán rôi lo quá","Thi final Toán rôi lo quá","ThiCuoiKy","4","1","high","","submission"
"Tuần này có bài kiểm tra môn Triết học, mình đang ôn lại nội dung chính.","Kiểm tra môn Triết học, mình đang ôn lại nội dung","KiemTraThuongXuyen","3","1","high","","submission"
"Mình cần ôn gấp cho bài thi giữa kỳ Sinh thái học môi trường, nội dung khá nhiều.","Thi giữa kỳ Sinh thái học môi trường, nội du","ThiCuoiKy","5","1","high","","submission"
"pop quiz Mạng may tinh dễ yn aiểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"ai làm xong assignment Kỹ năng mềm chưa cho t copy tẹo =)) hz","Bài tập","BaiTap","3","1","low","","submission"
"t đang nợ môn sml r m tính đi du lịch sao d dm","Nhắc nhở","NhacNho","3","0","low","","none"
"report Mạng máy tính làm thuyết trình ez","Làm report","BaiTap","3","1","low","","submission"
"boi tập Lập trenh về nho tuần noy doi ngoằng","Nhắc nhở","NhacNho","4","0","low","","none"
"t thi c cuối tuần 🥲 ⏰","Thi","ThiCuoiKy","3","1","medium","tháng sau","relative"
"project môn Mạng máy tính đang trễ tiến độ ak","Làm project","BaiTap","4","1","low","","submission"
"Thi giữa kỳ môn Tiếng Anh 3 sắp diễn ra, mình đang ôn theo đề cương.","Thi giữa kỳ môn Tiếng Anh 3 sắp diễn ra, mìn","ThiCuoiKy","3","1","high","","submission"
"Mình phải nộp bài tập lớn Mạng máy tính trong tuần này, ai rảnh review giúp mình không?","Bài tập","BaiTap","3","1","high","","submission"
"team mình thi qua môn là được x100 ✨","Thi","ThiCuoiKy","4","1","high","hôm nay","relative"
"bao gio phai nop ban draft cho thay vay","Nhắc nhở","NhacNho","3","0","low","","none"
"chú ý lịch học bù Mạng máy tính tuần sau 😂","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"ê m lm bài tập đại số chưa cho t chép dzoi","Bài tập","BaiTap","3","1","low","","submission"
"huhu điểm test 1 thấp quá mk phải cố kéo lại","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"bai assignment này ko nộp kịp chac ddc đi chăn bò","Bài tập","BaiTap","3","1","high","","submission"
"deadline on thi cuối kỳ Hoa aang tới gần","Thi cuối kỳ Hoa aang tới gần","ThiCuoiKy","4","1","high","","submission"
"ai làm xong assignment Mạng máy tính chưa cho t copy tẹo =)) 😂","Bài tập","BaiTap","3","1","low","","submission"
"thấy mng bảo phần chương 3 dài lắm nên ôn sớm","Ôn tập","OnTap","2","0","low","","none"
"ktra 1 tiết toán chill ✨","Kiểm tra 1 tiết","KiemTraThuongXuyen","3","1","high","mai","relative"
"thi cuối kỳ toán chill 🧠","Thi cuối kỳ","ThiCuoiKy","4","1","medium","tháng sau","relative"
"hôm nay ôn tập Mạng máy tính nhé mọi người 😂","Ôn tập","OnTap","3","1","high","hôm nay","relative"
"chiu nay test vl tao sợ rớt môn","Kiểm tra","KiemTraThuongXuyen","5","1","high","nay","relative"
"review bài hôm qua x100 🔥","Ôn tập","OnTap","2","0","low","","none"
"ngồi coy lại Mạng may tinh mệt vl 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"Thầy nhắc nộp báo cáo Hóa sinh, mình cần kiểm tra lại format trước khi gửi.","Kiểm tra lại format trước khi gửi","KiemTraThuongXuyen","3","1","high","","submission"
"em exam mô căng 🔥","Thi cuối kỳ","ThiCuoiKy","3","1","medium","mai","relative"
"Thi cuối kỳ môn Kỹ thuật số đang đến gần, mình bắt đầu ôn từ hôm nay.","Thi cuối kỳ môn Kỹ thuật số đang đến gần, mì","ThiCuoiKy","3","1","high","hôm nay","relative"
"ôn de cương vl 🔥","Ôn tập","OnTap","2","0","low","","none"
"đi vệ sinh d có giấy cayyy d chịu dc ở dơ vcl trg","Nhắc nhở","NhacNho","3","0","low","","none"
"Chị ơi, em chưa làm xong bài assignment tuần này, deadline là 10h tối mai, mà em đang bị đau đầu 😅, giúp em với","Bài tập","BaiTap","3","1","high","mai","relative"
"lsmf baif test chuwa day bro","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"cày de toán tối nay x100 😵‍💫","Ôn tập","OnTap","2","1","medium","hôm nay","relative"
"Bài tập môn Lập trình SQL có vài câu khó, mình đang đối chiếu tài liệu.","Bài tập","BaiTap","5","1","low","","submission"
"thứ 7 ở nhà ôn thi nha m ko đi chơi đâu","Thi nha m ko đi chơi đâu","ThiCuoiKy","3","1","high","thứ 7","weekday"
"Mình cần ôn gấp cho bài thi giữa kỳ Toán cao cấp A3, nội dung khá nhiều.","Thi giữa kỳ Toán cao cấp A3, nội dung khá nh","ThiCuoiKy","4","1","high","","submission"
"project mon Lập trenh aang trễ tiến aộ","Làm project","BaiTap","4","1","low","","submission"
"Kiểm tra giữa kỳ môn Hệ điều hành vào tuần 8, ôn phần quản lý tiến trình và bộ nhớ.","Kiểm tra giữa kỳ môn Hệ điều hành vào tuần 8, ôn ","KiemTraThuongXuyen","3","1","high","","submission"
"ôn Triết sương sương thôi ak","Ôn tập","OnTap","2","0","low","","none"
"boi tập Hoa về nho tuần noy doi ngoằng","Nhắc nhở","NhacNho","4","0","low","","none"
"pop quiz môn sinh chiều nay vcl ⏰","Quiz","KiemTraThuongXuyen","3","1","medium","hôm nay","relative"
"project mon Mạng may tinh aang trễ tiến aộ","Làm project","BaiTap","4","1","low","","submission"
"kiểm tra miệng hóa","Kiểm tra","KiemTraThuongXuyen","3","1","medium","hôm nay","relative"
"thay cho quiz tren lms a mn vào lm lẹ 5p nữa đóng","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"Cô thông báo kiểm tra 1 tiết môn Kỹ năng thuyết trình tuần 7, mỗi bạn nói 3 phút về chủ đề tự chọn.","Kiểm tra 1 tiết môn Kỹ năng thuyết trình tuần 7, ","KiemTraThuongXuyen","3","1","high","","submission"
"project môn Lập trình đang trễ tiến độ 👍","Làm project","BaiTap","4","1","low","","submission"
"pop quiz Kỹ năng mềm dễ ăn điểm lắm 😭","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"thứ 3 ktra 15p sử lụi 📝","Kiểm tra 15 phút","KiemTraThuongXuyen","4","1","high","hôm nay","relative"
"Mình phải nộp bài tập lớn Triết học Mác - Lênin trong tuần này, ai rảnh review giúp mình không?","Bài tập","BaiTap","3","1","high","","submission"
"chị ơi e nộp report 20/10 đc k?","Làm report","BaiTap","3","1","high","","submission"
"chiều t3 họp group tóm tắt slide nha đ đi phạt 50k","Ôn tập","OnTap","3","0","low","t3","weekday"
"chú ý lịch học bù Lý tuần sau","Ôn tập","OnTap","2","1","medium","tuần sau","relative"
"ngồi cày lại Lập trình mệt vl 😭","Nhắc nhở","NhacNho","5","0","low","","none"
"cuối tuần phải review lại Lập trình cho kỹ vkl","Review bài","OnTap","2","1","medium","cuối tuần","relative"
"Chị ơi, em chưa làm xong bài assignment tuần này, deadline là 10h tối nay 😅","Bài tập","BaiTap","3","1","high","tối nay","relative"
"Môn Máy điện thi cuối kỳ khá khó, cần ôn theo từng chương.","Thi cuối kỳ khá khó, cần ôn theo từng chương","ThiCuoiKy","5","1","high","","submission"
"assignment Triết về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"chuẩn bị thi final Mạng may tinh roi lo qua","Thi final Mạng may tinh roi lo qua","ThiCuoiKy","4","1","high","","submission"
"tao cày đề toán tối nay","Ôn tập","OnTap","2","1","medium","hôm nay","relative"
"bao cao Mạng may tinh lom thuyết trenh ez","Nhắc nhở","NhacNho","2","0","low","","none"
"Thứ 2 tuần sau kiểm tra 15 phút môn Anh văn chuyên ngành, ôn Unit 3 với 4 nha.","Kiểm tra 15 phút môn Anh văn chuyên ngành, ôn Uni","KiemTraThuongXuyen","3","1","high","thứ 2","weekday"
"thứ mấy thuyết trình nhóm mình vậy, mk lú lẫm hết rồi","Ôn tập","OnTap","3","0","low","","none"
"m exam c cuối tuần :)) 📚","Thi","ThiCuoiKy","5","1","medium","hôm nay","relative"
"mai test anh văn chill 🙃","Test","KiemTraThuongXuyen","3","1","medium","hôm nay","relative"
"nhớ mang theo laptop thực hành Cơ sở dữ liệu nha 😭","Nhắc nhở","NhacNho","2","0","low","","none"
"Tuần này có bài kiểm tra môn Tiếng Anh, mình đang ôn lại nội dung chính.","Kiểm tra môn Tiếng Anh, mình đang ôn lại nội dung","KiemTraThuongXuyen","3","1","high","","submission"
"Kiểm tra 1 tiết môn Vật lý 2 thứ 4 tuần sau, ôn kỹ phần điện từ trường nha.","Kiểm tra 1 tiết môn Vật lý 2 thứ 4 tuần sau, ôn k","KiemTraThuongXuyen","3","1","high","thứ 4","weekday"
"project môn Toán đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"project môn Cơ sở dữ liệu đang trễ tiến độ hz","Làm project","BaiTap","4","1","low","","submission"
"nhwos nosi thaafy vu kiem tra","Nhắc nhở","NhacNho","3","0","low","","none"
"ai lom xong assignment Hoa chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"project môn Lý đang trễ tiến độ","Làm project","BaiTap","4","1","low","","submission"
"Chị ơi, em chưa hiểu bài này.","Nhắc nhở","NhacNho","3","0","low","","none"
"bọn mình ôn đề cương kk ⏰","Ôn tập","OnTap","2","0","low","","none"
"ngồi cày lại Cơ sở dữ liệu mệt vl 😭 😂","Nhắc nhở","NhacNho","5","0","low","","none"
"mai deadline d roi con ru tao di choi dkmm thg kia","Nhắc nhở","NhacNho","3","1","high","mai","relative"
